text	label
@Bauhouse14 上には上がおるということやな	0
今ごろ、苦しんでる…	2
@sk31ten  さくてん久々のリプ げんきにしてますかー！！笑 大阪来たのに会えないの寂しいです そろそろ遊んでください、笑 はるのことおぼえてるかな またリプします	1
@yuhki_ohgaku わー可愛い凄く嬉しいだっこしなが寝てくれているんだゆうき君ますます大好きになるやんありがとう	0
@fuchika1105 @sanakirino  ハートつけてかわいこぶんな！？！？！？ 頭皮はがすぞ！！！！！！	3
本当にそれ~あとなんて呼んだらいい？？	5
@Sangwoosang  お、は、よ  愛すべき１日にしてね ソルさんのバースデーイベントやもんねー 遠くからお祝いしてる 東京までなんかいもいかれへんのが つらいなぁ〜	4
@takashi2001  頑張る 	3
その通りだね。 ほんとの嵐ファンは、こんな事しないよね	1
@nikibi_dressing @blood_rey これがギリギリです	4
keiちゃんおはよう今日もお仕事頑張って	0
もう用意しやなあかんのに詰んだ	2
ありがとうー！！　えっ　変わった？　自分じゃよくわからん笑　退化してたら悲しい	4
@xxxszk よく笑うなお前の笑顔とてもステキだ	0
寒いっすねー体調にはお気を付けて下さい。	4
気圧で頭痛つらいですよね 僕もいつもロキソニンのお世話になってます  不思議な力で頭痛まで治せるといいんだけど	2
離脱するお オイィィィ ！ http://rekkacopy.com  #劣化コピー	3
食欲はあるんに食べたら吐く 赤ちゃんでお腹満タンなって 胃袋の居場所ないんかな( ˟_˟ )ｗ  吐いたらお腹張るし痛いし 妊娠生活で今が1番体調悪い まじで弱気になる( Ꙩꙩ )	2
きになる	2
前回の沖縄といい、行くとこばっか来るんだよね～まじムカつく	3
くるりが出るレディクレというやつくるり以外全然知らんから困るんですよね	3
@s0622h @nakasiiiiiii @naya0529 やっぱり 処刑だな	3
@Wunderdog1 @4Eternidad  おはようございます。 (#^.^#) pic.twitter.com/4tV9Vrmpq9	0
今日腹の調子くっそ悪い	5
おはよー！ 今日もふぁいてぃーん	0
あ…昨日の出前バイク、右折禁止もしてた信号無視に、暴走進路妨害…自殺行為	3
風邪ひきの夜勤ほど最悪なモンないわ	2
満員電車まじで無理	2
応援行きたかったです（涙）にしても一人タマリバーってどういうこと？！応援頑張ってください！そしてなんと言ってもますけんさんファイトです！ RT @kyoko_OT: ハセツネ見送った後、何故か一人タマリバー(^_^;)。ま、ちょっとだけ。羽村取水場なう。	0
@mileysdoll  りなちゃん、ありがとう♡♡ そうだねまたあいたい～♡ よろしくね♡	1
@___971117__ すみませんお金そんなに持って行かないので、足りません	4
写真ありがとう！！wなんてこった心の準備が必要だなんて修行が足りないな夏樹に練習付き合ってもらわなきゃだ笑	3
おはよ。 そうなんだぁ ツンツンしてる感じ？ｗｗｗ  今さあまり親を尊敬しその様になりたいとか、見習いたいって思う子供のが少ないけど、美咲がそう思うんだからいい母親なんだよ(笑) だから、実物に興味があったｗｗｗ	5
なんで、こんだけてるのに、 に雲がおりてるねん 見えへんやんけぇぇぇ吐血～ ○|￣|＿	3
いや、まじいかん。くいーんさんが名古屋で撮った、女の人にくわえさせてるファックサジン。今だにジヨンだと思ってる人が居るもう… 軽はずみ行動もいい加減にしないと…………。まじで。	3
@TeamPinkiss 何もかもが駄目ですｷｬｯﾁｬｰのﾐｽが分からない首脳陣も	3
@Uuuuuz9  あっ、いま気づいたけど、幹部じゃなかったの和輝と落合さんだけか⁇ wtr-tmt1018@softbank.ne.jp です！	4
課題たくさん見つかったから次の一閃杯はリベンジします	3
今日のアサガオ pic.twitter.com/G360P2h7	0
2018年は何と!!30代2度目の厄年の年を迎えてしまいます。33歳よりも厄抜けのはずの34歳の方が精神的に酷すぎたので今回の厄年は気にしないむしろ役年になれる方向で頑張っていきたい。現実主義者の方が精神的に楽。2018年はいい年にしたい。この2年不幸しかTweet出来なかったので今年こそは	2
電車見たり乗ったりするとこないだ見た新感染を思い出しちゃって気持ち悪くなる	2
@tkhsykn 全部は無理だけど、少しずつ実行できるといいね	5
なんだか名古屋戦に対してはネガティヴな意見が多いけど、やってみなけりゃわからんじゃないか！ あんな気合注入して3分のインスタントチームに負けてたまるか！ボッコボコにしてやんからせいぜいバス囲む準備でもしておけや！  え、えー？合宿なんてしてるのぉー？（笑）#jubilo	3
@H74117 ありがとうございます わたしも会いたいです	5
いっけなーい殺意殺意私、今日まで石2000個近く溶かしてるの周りがピーク持ってるのに私だけはピークが出ないしもう最悪キレチャイソウヤケクソで島リセ考え中次回｢11連でまたもや全ドブ｣お楽しみに	4
スラムダンク見てたらこんな時間になってた  寝よ	4
@samuraiati 影武者さん♪おはようございます９月３日！今日はホームラン記念日（１９７７年巨人の王貞治選手が後楽園球場で通算７５６号ホームラン記録を塗り替えた対ヤクルト戦）今日も一日口角上げて！笑顔で何処からでも家まで走って帰れるくらい元気に^^;過ごしましょう	0
@tatuyaro @u12784 @koara3594 @FlatBean_Depo @cmgm839 @kogawa88 @Terumin_7 @kaji_ryoji @rwkuma @ranmarukohey @giants_boy おはようございます	0
@artisan696 マキシね〜ジェロさんに似てる	0
@taito_sion  海はイイよ 仕事頑張って	0
@suisho9129           医療系ですか         それはびっくりすぎて☜  .	5
@Hiiirooon この前、4に替えたばかりでさぁ～。カバーかえて傷隠さなきゃ	4
@mizuiromiiro オハテヨ今　うちのほうは　太陽が出ていたけどこれから　大雨に注意だね	1
考えられない 飼えないなら里親でも探せって感じですねー  動物の命をなんだと思ってるのか	3
ゆーみん、saoちゃん、おはよう  もうフラゲしたのねっ、早い そんな早朝から都会はショップが開いてるんやね*￣ー￣)  うちは明日かなぁ～ でも、焦らない	0
僕も～よりによって夜中に暴れるんじゃねぇよて感じ	3
音也の日！ 知らんかった 音くん素敵ヾ(:3ﾉｼヾ)ﾉ	5
それは、、、祈ってます	2
みんな大清水ばっかでわからない	4
おはようございます バイトの入れ方をよく考えないと疲れがヤバいよ〜	5
そしてさらにいつも乗れない観光バスに座れただと、、？	4
@lululunom 関東だよ みぃちゃん変だったら私の方がよっぽどの変人だよ からおけ行こ！映像見てわーキャーしよ	3
@masaayaari @pochiina @amhy2009 @sironeko23 @daxiongmao_jap @hemogy @gensan017 @p @kameko0703jp @yurinoki2007 @ran5412 おはようごじゃります～ ♪ヽ(￣∀￣)	0
おはようございます！ 8月24日(金)、曇、時々雨も… まだ、台風の影響で風が強い！ 夜中の暴風雨の音で、寝不足です #杏果と繋がる今日の空pic.twitter.com/wyhQpIk8aw	4
まじかい！大変だね…頑張ってって言うぐらいしかできない	1
"そら『白米ちょ〜だい』イギリスの犬なのに白米が好きなんですよぉ Sora『Please give me rice』Like ""Onigiri"" pic.twitter.com/ssQ94wMO"	5
@nanaanshinl  ひえ〜  逆に怖いもの見たさで見に行ってみたくもある←	5
@aaataern やっぱりか 笑  プログラなう	4
？？？  店員さんが可愛かったとか	5
自分の意志とは違う寝不足は嫌だね隣、新たに引っ越ししてきたのかな？マナーがなさすぎて幸先不安早くいいよ物件見つからないかなぁ	1
同じ世界にいるとは http://instagr.am/p/LdWyNsN8u6/ 	5
雨降って来たな週末はインドアだな	5
ワクワクするねぇ（私まで勝手に）	0
学校 腹痛くなってきた…	2
お久しぶりでっす〜 昔の紙原稿、スキャンしてデータ化しました…　溜まってたので保存作業だけで３日分くらい時間かかった記憶です	4
アッタマッテル	3
私が課題やってる間にまじで寝てたからなww いつもにこにこしてるのに寝起きはめっちゃ機嫌悪いのほんと腹立つわ	3
疲れが出ないように、ちょっとずつ飛ばしていきましょ また遊びましょ、というか遊んで下さい	0
見たことない！クソ寒いマークかなー てゆかめめさん住んでるとこめっちゃ寒いとこなんだねマイナス9度とかやばいしぬwww	4
@t__a__i_ おこなの？	3
あ    もう九月が始まった       この速さなんとかなりませんか	5
東京にしては大雪、明日凍結しないといいな	4
おはよー初めまして、よろしく今日も、一日、ポジティブに、楽しい日に成ります様に！！HAPPY http://7gogo.jp/lp/7ToOKOnhAyRWkVIvojdMdG== … #755アプリ	0
学校じゃあ	2
Burning hell.. Panas bangettttt  (at 自由の女神像 (Odaiba Statue Of Liberty)) [pic] — https://path.com/p/4ujimf 	5
傘 傘って。。。自分が忘れた	1
バイト頑張りますかpic.twitter.com/DTmtPhay4r	2
@muneko123 @gunsogioppa @jksmoto @uuuppi @3chjks @norinori17m @HiIzru @AsiaPrince_JKS おちゃるちゃん おはようバッチリ台風来る？無理しないで気をつけて過ごしてねよろsukです	0
@daigoooood  夜更かししてもいーけど 授業中寝ないようにね	3
体調悪すぎるー今まで寝れてないー ウェウェ 辛すぎるぜ	5
［私は嫌いな人の事ツイートしない］って私が言ってる訳ではないんだけど。こういう事言ってる人って、矛盾してると思う。ってことです私の文章力がないのか。この方の理解力がないのか。嫌い｢た｣人 になっていて文章の意味が分からなくなってしまったのかな？笑笑 返信したらブロックされた pic.twitter.com/pwT86X1YB9	4
@nassan723 ありがとねはやくなおします(´･_･`)	1
何となく悪寒が…風邪引いた？？ 鼻もズルズルになってきたし	4
林檎ガリガリ下がってる 戻すかなぁ…	2
@yabukiharuna おはょうございます雨だけど頑張りましょうドラマ凄く楽しみです	0
@igi @uchiwa5 被害者より加害者を守る日本の司法	3
@VAMPire_Shelly はい！たのしみだな〜まゆちんは両日ですか？	0
@xxx_imami あらぁでも、その分積み重ねてきたわけぢゃない？あたしも仲間入りしたいわ笑((≧ω≦))	4
海遊館周辺にホールってありますか	1
@espi7777 おっ、たのしそうですね！ 今日は誰々が参加したのですか？（笑）  高田さんにお会いしたかったですよー	1
こうたさん、おはようです いつもありがとう(*^｡^*)  こうたさんも、素敵な一日になりますように	0
むりちゃう？笑笑３年の先生と親に何枚かかなあかんの	2
本当に良かったです。ほっとしました 飼い主さんは、ご自分の療養に専念してくださいね。お大事に。	0
@nzm21nzm なに変なこと考えてんのよ！笑 スルメよ！	1
アイドル期間短っ  プロフに韓国って書いてあったからなんとなく。	5
やっぱりというか…一睡もでけへんかった。との轟音で眠れ～んわ今もが五月蝿いはとっくに止んで、道路の路面は乾いてるのにがまだ…たまに轟音…眠たくて、眠たくてイライラMAX。自然が嫌いになりそうな…元スーパー野生児の初老のデブが私どす今近くに救急車が……	3
あー、来週から学校かー 考えただけで	2
実に面白い...  甲子園のベスト9を3通り考える。プロ目線、大学目線、下級生限定。（Number Web） https://headlines.yahoo.co.jp/article?a=20180824-00831708-number-base …	0
私の部屋にぷりんも妹もいる(｡-_-｡)笑  体調悪い時は何も言わないからってみんな入ってくるんだよ(　˙-˙　)  まったく pic.twitter.com/NdD7MOdG0U	3
やまちね見れませんでした。  二度寝してしまった  朝起きると、木がボキボキに折れて、銀杏がポロポロ落ちてて、風の被害を目の当たりにした  夜あれだけ怖い怖いと言っていたのに、ぐっすり寝た。笑近くでは、停電してたみたいで…大丈夫かな。  でも、本当に家飛ぶかと思った	2
@LENONTEA  それは同感だね～ でも私はしないけど	0
@kazuma_GS_ え～！！！！！かずまくん、大丈夫？？？早くお医者さんに行ってね(ง ˙ω˙)ว とってもとってもとってーも心配かずまくんに何かあってら私泣いちゃうわぁ( ´•̥ ω •̥` ) お大事にね	1
@nsng8126 あ！ごめんなさい！ 95になってました！  96です	5
皆してなんなの〜顔違うとか殺しちゃうぞ〜！	3
@k_maaaao11 マオ虫マオ虫 1ねん11かげつオメデト 安定かよ！！これからも応援させてね〜	3
おはようございます。おしゃべりな窓さんなんですね	0
"レートでメガマンダが流行ってしまった  でもこれはチャンス  メガマンダ対策で増えた電気タイプをリザXで起点にできる！  そして相手にリザXの強さを教えられる""""""圧倒的""""""成長  電気タイプを流行らせてくれたメガマンダに圧倒的「感謝」"	0
ほんま、関西だけニチアサずれるのやめてほしい日曜日は甲子園お休みにして	4
明日からじゃねーか	3
そらさん おめでとうございます！ ( ^-^)ノ∠※。.:*:・'°☆ こちらでも重ねて	0
あぁーしんど！ 行くのがめんどいー！	4
@17450220 え、明日いないの？デリカ用語 スターがいてもきついの？	4
めっっっちゃくちゃ素敵すぎて朝から無事に爆散しましたえっ…コマ割りから背景から2人の表情まで完璧すぎて？？？ご本発行して下さい？？？？スクロールごとに まだ続きが？！ネ申か？！！ってなりました そしてセミww一体何があったんですかwwwリアルに絵が上手すぎてひえってなりました	4
@_yoshida_akari テンション上がってるね＼(^o^)／  北海道でも、コンサートして欲しいな･････	1
皆勤が… 電車なら大丈夫だよね	4
@ai_2010103 おはようございます！ 寒い朝です	4
朝ごはんは、何食べてるの？僕は、まだ、何も食べてない。HAPPY http://7gogo.jp/lp/c82C5s6tmExWkVIvojdMdG== … #755アプリ	0
学校嫌だァァァァァァ	2
@bornfreeonekiss　재중Good Morning　J󾬌Hug Hugｷﾞｭｰｯ(*^▽^)/(^▽^*)ｼﾞｪｼﾞｭﾝむっちゃ鍛えてるねさすがだな～私も見習わないとo(｀^´*)ｼﾞｪｼﾞｭﾝむっちゃむっちゃ大好きだよぉ(*^3(*^o^*)	4
@IamPinkoo @yutokkuma リナいまおきた！すまんーマジでおつかれさまー！	5
ちょっと今回のはモブっぽいし無理を感じました褒め、として受け取ります…	1
SR配信お疲れ様～イベントの参加表明いい事や     PS    アルバムEGOism購入した         よ(Amazonで)車の中で聴いてます	0
@harunyan00172 あまちゃん大丈夫かしら	5
起きれたあああああ。 課題終わらせるよ てか、お腹すいた	2
@monokuroxxx 始め行ったのが９月で広さに驚きました！きゅんさん参加予定なしですね…	5
友達居なくなった	2
@225de らじゃ〜	0
@ryo__0601 まだ油断したらあかんわ笑	5
@minimalcatsAQUA 他の患者さんにも言ってるのが聞こえたからそういうスタイルなんだろうね、その先生は(^_^) って、なっち、皮膚がくっついたって、大丈夫なの やけど家事や子育てにもひびくだろうし、無理しないで気をつけてー(>_<)	5
@nknht617   おう それなwwwwwwwwwwwwwwwwwwwwwwwww あうもんね。。。	0
好きなポケモンの一つだよ エネコロロもかわいいけど、強さがなぁ…  みーちゃんのジョウトの服、めっちゃ羨ましい	0
スリッパで朝食会場入れないとかそんな良いとこのホテルとまったことねーよ	3
@altima_Elisha よくないよーおれははやくこの現場から出たい	5
@RyuuuTanaka くさ~い！	4
@mikity0903  フォローありがとうございます！ よろしくお願いします	0
@Weeds53  すまん。 今回は応援に行けないッス。 親父の夕飯付き添いで	1
ニュルのポールが予想外	5
だめ 頑張って増やしてる意味が	2
ふと思い出してイラッてした。	3
伸びます！“@Nobulion0919: 熱いですRT @junkicarlsberg Y岡さんリストアップ200、ピックアップ50完成！いいペースでトレーニングも進んでるo(^▽^)o明日はASB！”	0
あくしゅうっておぉーーい	3
じめじめきもちわるい	4
みんな！ おっはよ〜！ 雨が凄いので今日はお休み致します色々仕込みなど頑張ります！  朝亭おそい	4
もう老害達じゃん	2
久しぶりに見たけどなんやねんこのサングラスwwwpic.twitter.com/ronLbVjjdE	2
@husky0303 おれ350fourほしーんだけだなぁ！！ 高くて手出せない！！ バイクのりてーー！	5
COM、月進化でおとももガチや	5
@cocoa_takayuki   おはよう！ 2人やと大変かもしれんけど、 頑張ってください！  三連休のとき大阪行けそうで ストリート行くつもりやったのに 台風来てるから危うい(´・＿・｀)	1
しかし大阪から姫路方面って何かあるとどこもかしこもアホみたいに混むな  わざわざまわり道して渋滞とか吐きそうになるわ  ホンマに兵庫県痛烈過ぎるわ	2
@osakacarp0227 おやじさん おはようございます(^-^)/   1日遅れでお誕生日おめでとう〜   黒田さんはお茶目ですね〜    龍馬くんの事 タクローさんも期待してるって   今日もよろしくお願いします	0
はやく西武ドーム行ったほうがいいよ！！！！！！！！！	4
三鷹寮に銀杏のくさいにおいがきた	2
@lisappppp ごめん〜日曜は予定ある(Ｔ＿Ｔ)となるとまた来月かなあ	5
なにこのバスの列の混み度 めっちゃ混んでるし、雨ざーざーだし、傘忘れたし	1
最近寝れへんわ！！ いつもこの時間やん…>_<… もう外明るなってきてるやん 朝起きれるか（笑）	1
@Yumicky0604 んーなんかいったー？  俺の前で三回回ってワンって言ったら許してやろう！ふははは	0
科学の欠点者課題なめてる こんなん全部ノートに写せるかいな もーこんな時間やしpic.twitter.com/z6YPobU6Sn	2
掛け持ちしてたらたくさん幸せなんだろうな〜お金の減り凄そうだけど。あぁ〜敬浩に会えるサバイバルも不安でいっぱいいっぱい有給ないなら辞めたいもう。	1
@kai_angel914 実は知らなかった（笑）てか最初 遊ぼ〜って上辺だけで言ってるとおもてた 本当に遊んでくれてびっくりしたｗｗｗ 今なら言える話な  おなな晒しあげ祭かな？ざわざわ 二人だけのポーズ！めっちゃいいやん！わたしも考えよっ！！	4
えっ、意外と皆さんご存知ですか なんか嬉しい 私の周りが知らないだけかな トリックは人気でしたものね  お水も飲んでましたか⁇ それは覚えてないです	4
@kanapoyo18 二月ならいーよ！	1
今までDMに浮上してなかったのはコンクールに出す創作文書いてたので！！！ですます でもしばらく定期テストに向けて勉強するので20時から22時まではいません(めんどい) イラスト上げるけどひまなわけやないから！！！！！！ 部活やから！！！ 今からDM返していきます	3
あたしも一気に2㌔近く増えたりして青ざめた今までが順調だった分相当怒られそうだよね笑	4
おはようございます  とにかく風が強い 気を抜くと持ってかれます  楽しく拝聴してま～す #トラグル	0
ペヤングに半分お湯入れて、放置したままお風呂入ってたらパリパリぶよぶよ麺になっててくそまずい、、、 ねぼけてる	2
@dnh_mnm928  マジぶちゃいくminamちゃんじゃないですよ〜韓国語勉強してるの⁇	3
おはよ(´∀`) にじかー	3
ありがとうございます	0
@nciki15 @shizuko12 @sachikosugi 広島でも元気にしてますでも、みんなに会えないの寂しい	5
ののたのおはようツイートが来なくなって改めて卒業を実感している	1
@HidekunKuroneko おはようございます９月３日！今日はホームラン記念日（１９７７年巨人の王貞治選手が後楽園球場で通算７５６号ホームラン記録を塗り替えた対ヤクルト戦）今日も一日口角上げて！笑顔で何処からでも家まで走って帰れるくらい元気に^^;過ごしましょう	0
@brash_s_saya まあ三戦三敗だけどね！今日の戦犯は僕です	1
電車のババアたちの香水のせいで吐き気が	2
湯たんぽがこんなに活躍するとは、思ってもなかったほんとに暖かいなあ	5
ちゅーいんがむって誰?って一瞬考えたよ!もう	5
@MD3TYPESHOBON 残念…はずれです 8/28(火)まで一投稿に付き一回チャレンジできるよ マックフルーリー 白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね pic.twitter.com/O1h3WSeHcH	1
音楽聴けないじゃん pic.twitter.com/tcEEn3bwVf	3
@yuchqhime みんなに愚痴れー！ 絶対みんな怒るけん	3
@lalunaflor  6月いっぱいやってるんですね飽きるまで食べられるわ小倉、私も買いました夜ご飯いっぱい食べ過ぎたから、明日の朝食べますそう言えば…韓国のり、持って行くの忘れてました賞味期限まだまだ平気なので、来月こそ必ず持って行きますでは、また～	0
まりちゃん おはよう 今日も頑張りましょう	0
Okay 晚安！	4
@sayo_0728  ね…寝てしまえ!!爆笑 そのかわりあさがんばらんとーいけんけど… でもうちだったらオールする!!だってもお4時よ 、爆笑	4
ホント、やんなるわぁ～	5
どっちの物販もすごい混みようなんだろうなぁ………  やっぱ地方組の方が今日明日なのかな？？？あとは予定が合わなかった方…大変だ………	4
朝からゴチやゴチやうるさい	3
APしなかった pic.twitter.com/covqsopfvi	3
次から気をつけよ…	1
憎まれっ子世に憚る 何で邦夫先生じゃなくて、コイツが生きているんだ	3
おっはようさん 秋は駆け足で去りそうな(^_^;) ウチは鼻炎持ちのオイのため室内干し専門 明日へ段々と気持ちを盛り上げて行く日 今日もよろしくで～す(#^.^#)	0
とけいちゃんおはよー。 息子くんピーチガール観に行くんだね 母、即答(笑)←わかる～ 今日はらじらー楽しみだね	0
新居からも落ちてしまった山田君、、、 pic.twitter.com/xbTrIM5W99	1
青をコロコロコミックで予約した。懐かしい	0
いつもお疲れさま、、、ともやさんのかっこよさで生きてるよ、仕事してる今日もなんとかしてくる！！！！	1
学校の教室めちゃんこ暑いんですが	3
朝なのに焼肉食べたいのでそれは羨ましいですすゆりあ先輩	2
羨ましい... 俺も頑張って探します笑	4
@miinii__kids   えええ（；＿；）大丈夫か みにちゃん	4
@yuuutamu おはよ～今日はＶ撮影かな？(・ω・)ノ大阪は雨、東京は地震？	0
@12show12 バッテリーの持ちもいいねぇ〜今日はチュン君のゴールで終わったなぁ涙。北嶋完全復活だね。	0
嫌みは怒りと甘えの混合感情 恥ずかしくなってきたわわわわ	4
疲れた、おえっ	2
とりあえず  下ろすだけ下ろしてから  積む pic.twitter.com/kbxsBPjpnQ	0
日焼け止めなくなってる。。 昨日、鞄に荷物詰めてくれた人、知らないかなぁーーー	4
@imo0313 残念…はずれです 8/28(火)まで一投稿に付き一回チャレンジできるよ マックフルーリー 白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね pic.twitter.com/O1h3WSeHcH	1
やばーい笑 昨日調子良かった分、今日めっちゃ不調すぎてキルレ0.5www どこの初心者やねんまじで	4
@saaaakkii アイスじゃなかったんだ！ ずっとアイスかと思ってた！笑 そーなんだ(*^^*) 見ためがめっちゃ美味しそう(((o(*ﾟ▽ﾟ*)o)))	5
超こわっ  ヤフーメール開こうとしたら、なんか朝からパスワード変更しないと開けなくて、何で急に  とか思って変更したら、ログイン履歴が出てきて数日前に中国でログインされてるんだけど  だから普段使わない所でログインされてるからパスワードかえろ  って来てたらしい	4
ちっ(¬_¬)八重洲店でメーカー取寄せ確認して貰っていたＬＳのが取寄せ不可だと 秋葉原店で電話したら在庫あってよかったけど	3
"JUNHO YA!!!!!!!!  RT: ""@mousouga9wari: たっか！(^q^) pic.twitter.com/VwX4BOoRW7"""	5
@a_i_r_i27   藍鈴ちゃん誕生日おめと 15teen楽しんでね 今年は受験あるき頑張ってね 土曜スクールたまに お邪魔しに行くね かれぴっぴとも頑張れ〜〜	2
勇馬頑張れ〜	0
mayumiさん♪ 夜遅くにすみません。 TL見てビックリ 何処情報か謎ですが  本当なら、嬉しいですね！ 公式発表待たないとですね	5
ローカル東京人、都市開発で古いアパート立ち退きが迫っている〜なんて事なの？10月って聞いていたのに急に今月中なんて世の中は容赦ない！それでも前を向く友人は私の宝物だ。頑張れ！	4
@gif39s せめてもの救いが他の現場じゃないだけ良かったよね けど、帰ってからお菓子食べたけどお菓子はやっぱり美味しかったよ 昨日は色々ありがとうね	0
@31363136a 残念…はずれです 8/28(火)まで一投稿に付き一回チャレンジできるよ マックフルーリー 白いブラックサンダーが8/29(水)より全国で販売開始絶対食べてね pic.twitter.com/O1h3WSeHcH	1
なにゅってんのみるくゎ、かれぴっぴなんてすぐできるでしょ？	3
雨やん	0
@haminyan0910  今は点滴と薬が効いたせいか楽になったみたいだけどね 夕べは全然トイレから出られなかったみたいだから 脱水症状を起こしてたみたい	5
まじ疲れた やっと寝れる でもその前にさっきのお茶出てきそう  おやすみなさい	2
フル単の悦びを知りやがって、お前許さんぞフル単の悦びを知りやがって自分たちばっかり、俺にもさせろよグギィィィ人の自由を剥奪しやがって。 再履で自由を剥奪しやがって。 許 さ ん ぞ 	3
朝から涙……  ダイワマッジョーレ | 地方競馬の楽天競馬｜日替わりライターブログ - 楽天ブログ  https://plaza.rakuten.co.jp/dailykeiba/diary/201705250000/ …	1
服だけでござる	2
1日の休みはほんまに一瞬 今日からまた頑張りましょか〜	2
ジュースもあるんですね	0
あれ？あらら⁈ 明日の予定が真っ白け^^; これって、休めとゆーお告げ？ それとも忙しいフリして仕事に出掛ける方が家庭のため⁈ 	0
横着しないで立って食べなさいpic.twitter.com/J1HgRYLjcQ	2
そうですね。丹生都比売は娘が会社から田植え稲刈りに行った後毎回行くので、写真を見て何時かは行きたいと。毎回御朱印貰ってくれるので、稲刈りの後、今年は高野紙も貰ってきてくれましたあ28日金剛峯寺行くけど残っているかしら？後は第3回配布の後がいいかもー	0
@koyupoko 貴昭以外無理ぽよ	5
やはり通名は廃止でしょう 誰が本当の日本人なのか解らない 戦後の在日問題を解決して欲しい	3
@K_U_R_O_K_O バッカお前ガキかよ	3
今日も1日頑張りましょう（　´∀｀）	0
頭がガンガンするから今薬飲んだ(笑)今日頑張ったらお休み！頑張る	2
部活終わった〜！＼(^o^)／  明日から自由登校だ！  うれしーー！！	0
課題やっとおわったあああ but......これからバイトぅうう 夏休み最後の日にバイトとかもう	5
今日歩くんの誕生日や 帰ったら絵描く！！！！	4
@poetry_of_love あ〜ちょうど一年過ぎたところなんだ となると修理しかないね…	1
ゆずるんをおこにするとは 許せない  ここは “コロゴ13”が… (  •̀ω•́)▄︻┻┳═一 って言うこと聞いてくれる前に 全部破壊しちゃいそうだから、 ダメだね  今日は休んで、 明日分かりそうな方に 聞いてみるのがいいかも pic.twitter.com/3MnAODCTEt	3
あ。譜面印刷してくるの忘れてた  今からコンビニ行かなきゃ (*_*)	4
@mmts0603 がちショックねんけど…	4
間に合った～。 火事じゃなくて、人身事故…	4
なかなかスプラッターな夢を見て気分最悪な目覚め怖い	2
おはようございますＬＳびーは簡単@SGZ20: おはようございます！今日も最高LSビー日和ですLSビーもらっちゃいまーす！そのためも気合い注入です”	0
市松は必ず勝ちます！！>RT	3
このままで いいのかな～	1
それが当たり前の世の中だったんですね	4
自白的な意味でも物理的な意味でも吐きそうです	2
確かに！全然違うお店にゆっこちゃんさんとチェックインしてますね...！！！	5
幕開けたらお客さん10人くらいって夢だった 不吉過ぎ… 今日のLIVEは楽しもう٩( 'ω' )و	4
@YUKIMONNN ひどいやつやな。見損なったわ	3
えっ！すごい…！ ちくわの逆立ちの逆バージョンだ RT	0
見える笑	5
@nanairo_cherry  おっぱーーまゆゆ\(*Ü*)/ﾏﾕﾏﾕ♡ 台風は大丈夫ぽっ？？ こっちは夕方から来そうなり 明日のいつ雨も楽しみだお！！ 犯人はダレ？ひかりと和也のチューもくるー( ˙◊︎˙◞︎)◞︎ 今日も眠いけど頑張ってくるダニ(*•̀ᴗ•́*)و ̑̑ pic.twitter.com/CCzR6F9O3s	5
@mikity_0415 おはようございます台風心配ですね! こちらは早朝激しく雨が降ってビックリでしたが今は風もなくしとしと降ってる感じです。 今日はお家でおとなしくしていようと思います。ちゃむきち?…もちろん一日寝てる予定	0
@Club9000  おはようさん((o(^∇^)o)) いつも ありがとね こちら 快晴の日曜日 まだ 布団の中	0
@8TENK @tempfile17 鍋簡単に割れすぎけんちゃな〜＼(^^)／ぱんもごっそよ〜！	3
起きたら目が腫れててブスすぎる〜	2
あ、やばい携帯いじってたら鎌倉で降りるの忘れた詰んだ 逗子までいっちゃう	1
おいはげで反応する(￣･ω･￣)www	5
よし、熱唱しちゃいましょー！！！	3
こんばんはぁ～(^o^)丿 お疲れさまでーす 休みは、日月の２連休だよ もう雪が降ってるの？ 寒そうだね～(>_<) 風邪ひかなように気をつけてね 風邪ひくと またこんなふうになっちゃうよ(笑)	2
ツイキャス再スタートって時に寝坊した中、沢山の方が見て下さって感謝です そして、そのきっかけを作って下さったfineの皆さんありがとうございます またこれからお時間ある時よろしくお願いしますm(_ _)m 今日は日差しが眩しい〜 熱中症にはならないように気をつけましょー pic.twitter.com/iOCHlgydF9	1
おはようございます トラくん今日も元気に遊んでおいでね！ トラくんから毎日元気もらっていますよナナちゃんも一緒に遊べたらな ナナちゃんトラくんお似合いなんだけどお家が遠いから寂しいです	1
@asamimimi72 イイね	1
まずはＬＳＢRT @ario3711 この土日も完璧な TSスケジュール！ 7月の壇上間違いなく 立っている自分がイメージ 出来る^_^ まずはLSB！まずはLSB！ 明日はN樹さんお顔合わせ よろしくお願い致します。	0
@FbtK6t  私も仲良くなれる気しかしてないです(笑) しおりっていうので好きに呼んでください(*^^*)わたしはなんて呼んだらいいですか？？？	1
ニャハハww 日々一瞬一瞬イロイロある(笑) それもまた楽し	0
@shokotan_83   そおなんかなー(O_O)⁇ これがずっと続いたら言われるんかな やたら下でぽこぽこしてるから こんなもんなんかなって思っててん(￣Д￣)ﾉ でも先生が言うなら大丈夫なんやろな♪	5
